image_ID_name,Cell,granule,Surface_Area,Volume,sphericity,MeanInt,CumInt,MedianInt,Volume_um3
w11-1,1,1,335.851643496212,272,0.604480899703586,1144.27941176471,311244,960,0.61218540891424
w11-1,1,2,147.173892566539,112,0.763481813396511,799.919642857143,89591,756.5,0.25207634484704
w11-1,1,3,625.015099980582,688,0.603002677063958,951.994186046512,654972,789,1.54846897548896
w11-1,1,4,782.00487656674,768,0.518619461452376,1218.6171875,935898,1014,1.72852350752256
w11-1,1,5,182.510703111386,132,0.686928824600118,773.80303030303,102142,695,0.29708997785544
w11-1,1,6,617.099691198643,720,0.629531007847962,871.951388888889,627805,726,1.6204907883024
w11-1,1,7,136.379539931856,68,0.590755143963719,760.926470588235,51743,739.5,0.15304635222856
w11-1,1,8,317.900133189724,188,0.499227668942423,761.345744680851,143133,676,0.42312815027896
w11-1,1,9,1331.39572279947,1764,0.530285014313375,1254.3537414966,2212680,995,3.97020243134088
w11-1,1,10,197.256308924324,136,0.648354447669069,976.272058823529,132773,828,0.30609270445712
w11-1,1,11,904.432628942654,940,0.513089513143435,1200.40106382979,1128377,970,2.1156407513948
w11-1,1,12,749.922440087734,824,0.566786176619746,1093.27305825243,900857,748.5,1.85456167994608
w11-1,1,13,309.922776349876,308,0.711646702922755,1004.44480519481,309369,911,0.69320994832936
w11-1,1,14,729.234254515956,856,0.597860104330651,1649.40887850467,1411894,1129.5,1.92658349275952
w11-1,1,15,799.913429042426,832,0.534798303414699,1186.22956730769,986943,893.5,1.87256713314944
w11-1,1,16,374.341638407801,352,0.64403741270814,780.360795454545,274687,683.5,0.79223994094784
w11-1,1,17,569.244134659155,468,0.51209373430648,1097.84615384615,513792,903,1.05331901239656
w11-1,1,18,468.524691418626,496,0.646754449920475,1328.39717741935,658885,1050,1.11633809860832
w11-1,1,19,263.773199003426,132,0.475301748770985,783.106060606061,103370,781.5,0.29708997785544
w11-1,1,20,91.8997985713922,44,0.655850241286971,644.931818181818,28377,651,0.09902999261848
w11-1,1,21,251.381405863458,156,0.557486094740201,659.025641025641,102808,561.5,0.35110633746552
w11-1,1,22,473.5090122812,496,0.639946487212075,1153.81451612903,572292,945.5,1.11633809860832
w11-1,1,23,343.202679457185,320,0.659224652887514,842.1375,269484,741.5,0.7202181281344
w11-1,1,24,207.400414771723,168,0.709927541803094,881.5,148092,828.5,0.37811451727056
w11-1,1,25,164.688024602019,112,0.682287559480184,653.6875,73213,641,0.25207634484704
w11-1,1,26,187.591963118545,132,0.6683221428096,678.621212121212,89578,630.5,0.29708997785544
w11-1,1,27,116.858807278293,56,0.605733174852209,569.714285714286,31904,570,0.12603817242352
w11-1,1,28,175.146188664795,136,0.730201474533006,652.610294117647,88755,616.5,0.30609270445712
w11-1,1,29,93.9922731557936,44,0.641249573434286,552.795454545455,24323,554,0.09902999261848
w11-1,1,30,11488.2262122812,29104,0.398290181412789,2313.72907504123,67338771,1444,65.5038387538237
w11-1,1,31,98.9317989404031,65,0.790236568058148,603.461538461538,39225,568,0.1462943072773
w11-1,1,32,141.492692591551,100,0.736348568009244,757.8,75780,752.5,0.225068165042
w11-1,1,33,396.735761477334,380,0.639496992446236,756.828947368421,287595,680.5,0.8552590271596
w11-1,1,34,1079.35063335839,1660,0.628145566945704,1119.69096385542,1858687,927.5,3.7361315396972
w11-1,1,35,105.658969025139,68,0.762518463784937,645.970588235294,43926,646,0.15304635222856
w11-1,1,36,107.217126193949,68,0.751436991515786,754.558823529412,51310,731.5,0.15304635222856
w11-1,1,37,91.529880099785,56,0.773356812714638,605.964285714286,33934,580,0.12603817242352
w11-1,1,38,770.830801469158,760,0.522477339300345,713.289473684211,542100,631,1.7105180543192
w11-1,1,39,108.866710765852,60,0.680805710367507,681.85,40911,663.5,0.1350408990252
w11-1,1,40,264.651053979579,256,0.736722284685066,810.56640625,207505,751,0.57617450250752
w11-1,1,41,117.069838547406,64,0.660935512962703,570.078125,36485,564.5,0.14404362562688
w11-1,1,42,113.281147065972,72,0.73883617421309,752.277777777778,54164,728.5,0.16204907883024
w11-1,1,43,186.84661443384,160,0.762802685248031,676.3125,108210,627.5,0.3601090640672
w11-1,1,44,225.634090641051,220,0.781078220239308,612.95,134849,559.5,0.4951499630924
w11-1,1,45,323.437185634809,356,0.751036147960542,772.662921348315,275068,620.5,0.80124266754952
w11-1,1,46,115.222125131818,68,0.699231286126498,683.867647058824,46503,673,0.15304635222856
w11-1,1,47,440.483056578521,560,0.745899417730375,974.039285714286,545462,804,1.2603817242352
w11-1,1,48,66.4027771069309,40,0.851800470900835,598.5,23940,542.5,0.0900272660168
w11-1,1,49,78.2712971619298,48,0.816035561074834,583.791666666667,28022,580,0.10803271922016
w11-1,1,50,366.70655794154,348,0.652456572665654,748.091954022988,260336,714.5,0.78323721434616
w11-1,1,51,444.772335575847,541,0.721901373078588,824.090573012939,445833,720,1.21761877287722
w11-1,1,52,182.348141414565,168,0.80746239301165,711.904761904762,119600,650.5,0.37811451727056
w11-1,1,53,324.655479737385,344,0.731308040933607,837.392441860465,288063,718.5,0.77423448774448
w11-1,1,54,434.183502468786,528,0.727612394594932,798.151515151515,421424,646,1.18835991142176
w11-1,1,55,109.286936056915,64,0.708004237144084,489.21875,31310,481.5,0.14404362562688
w11-1,1,56,181.897860718129,152,0.757214505780993,713.782894736842,108495,675.5,0.34210361086384
w11-1,1,57,213.488937612345,172,0.700585341732176,768.71511627907,132219,707.5,0.38711724387224
w11-1,1,58,253.288654029604,252,0.761731792493591,793.849206349206,200050,678,0.56717177590584
