image_ID_name,Cell,granule,Surface_Area,Volume,sphericity,MeanInt,CumInt,MedianInt,Volume_um3
w11-4,1,1,405.282468514733,268,0.496001324442964,396.253731343284,106196,379,0.60318268231256
w11-4,1,2,162.610844902757,81,0.556747100650059,445.098765432099,36053,420,0.18230521368402
w11-4,1,3,705.70954855733,636,0.506791755612003,437.300314465409,278123,406.5,1.43143352966712
w11-4,1,4,119.997251972443,60,0.617656464127538,353.183333333333,21191,346,0.1350408990252
w11-4,1,5,548.544925604396,308,0.402073762157299,457.357142857143,140866,432,0.69320994832936
w11-4,1,6,99.5219766122252,48,0.641789522976018,383,18384,369,0.10803271922016
w11-4,1,7,537.411971090453,384,0.475405575845202,363.7578125,139683,333,0.86426175376128
w11-4,1,8,68.0916241676673,32,0.71585283621685,342.1875,10950,314,0.07202181281344
w11-4,1,9,349.201653837161,184,0.44800863142127,377.184782608696,69402,347.5,0.41412542367728
w11-4,1,10,185.682877705236,88,0.515269038970993,314.329545454545,27661,306.5,0.19805998523696
w11-4,1,11,1600.84954571769,1224,0.345664319430407,374.600490196078,458511,334,2.75483434011408
w11-4,1,12,196.219566745677,96,0.516720827928222,353.083333333333,33896,347,0.21606543844032
w11-4,1,13,275.52576883909,164,0.525877351384023,378.073170731707,62004,358,0.36911179066888
w11-4,1,14,299.870097905571,164,0.483185094369677,372.963414634146,61166,349.5,0.36911179066888
w11-4,1,15,318.462647915883,172,0.469653886545243,441.21511627907,75889,434,0.38711724387224
w11-4,1,16,438.869080848765,276,0.467112899653853,433.913043478261,119760,387,0.62118813551592
w11-4,1,17,304.709010051269,152,0.45202371496374,406.559210526316,61797,381.5,0.34210361086384
w11-4,1,18,99.5219766122252,48,0.641789522976018,391.875,18810,370.5,0.10803271922016
w11-4,1,19,259.244670578778,144,0.512486719228419,320.479166666667,46149,314.5,0.32409815766048
w11-4,1,20,855.104747505391,596,0.400524401399708,383.260067114094,228423,355,1.34140626365032
w11-4,1,21,431.330939527088,248,0.442562522358526,411.818548387097,102131,386,0.55816904930416
w11-4,1,22,107.181559047085,64,0.721911628088925,276.5625,17700,277,0.14404362562688
w11-4,1,23,1131.7985036276,868,0.388801703601321,445.455069124424,386655,394,1.95359167256456
w11-4,1,24,226.28989086511,112,0.49655152491237,362.678571428571,40620,356,0.25207634484704
w11-4,1,25,68.0916241676673,32,0.71585283621685,301.5625,9650,303.5,0.07202181281344
w11-4,1,26,84.2776205305592,40,0.671138037034369,345.6,13824,343.5,0.0900272660168
w11-4,1,27,808.054608766069,624,0.437018483840852,405.841346153846,253245,377,1.40442534986208
w11-4,1,28,429.612057908621,264,0.46324450903353,432.844696969697,114271,402.5,0.59417995571088
w11-4,1,29,84.2776205305592,40,0.671138037034369,346.375,13855,349,0.0900272660168
w11-4,1,30,362.460236775016,196,0.450188574733169,330.198979591837,64719,327,0.44113360348232
w11-4,1,31,78.2246648368011,36,0.674024082585906,280.055555555556,10082,272,0.08102453941512
w11-4,1,32,133.044803641185,64,0.581575617199367,315.4375,20188,311.5,0.14404362562688
w11-4,1,33,1163.41538537267,1196,0.468349550956758,409.947324414716,490297,379,2.69181525390232
w11-4,1,34,308.970070890384,224,0.577297563033445,330.65625,74067,322,0.50415268969408
w11-4,1,35,211.390930438811,115,0.540998840638963,342.782608695652,39420,344,0.2588283897983
w11-4,1,36,657.233758940646,452,0.43336771226356,386.16814159292,174548,351,1.01730810598984
w11-4,1,37,168.637440533111,84,0.550025696574377,364.607142857143,30627,353,0.18905725863528
w11-4,1,38,127.897921081789,64,0.604979448753588,390.46875,24990,358,0.14404362562688
